Count of elements - 10000
Car:   fuel tank capacity: 356; fuel consumption: 25; max speed: 293; max distance: 14
Truck: fuel tank capacity: 766; fuel consumption: 205; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 777; fuel consumption: 248; max speed: 418; max distance: 3
Bus:   fuel tank capacity: 732; fuel consumption: 203; max passengers: 73; max distance: 3
Bus:   fuel tank capacity: 922; fuel consumption: 249; max passengers: 118; max distance: 3
Truck: fuel tank capacity: 992; fuel consumption: 277; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 499; fuel consumption: 151; max speed: 409; max distance: 3
Bus:   fuel tank capacity: 286; fuel consumption: 91; max passengers: 668; max distance: 3
Truck: fuel tank capacity: 765; fuel consumption: 215; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 953; fuel consumption: 259; max passengers: 733; max distance: 3
Bus:   fuel tank capacity: 922; fuel consumption: 297; max passengers: 311; max distance: 3
Car:   fuel tank capacity: 896; fuel consumption: 238; max speed: 925; max distance: 3
Bus:   fuel tank capacity: 859; fuel consumption: 278; max passengers: 670; max distance: 3
Truck: fuel tank capacity: 922; fuel consumption: 284; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 565; fuel consumption: 153; max speed: 899; max distance: 3
Car:   fuel tank capacity: 882; fuel consumption: 247; max speed: 339; max distance: 3
Truck: fuel tank capacity: 116; fuel consumption: 36; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 989; fuel consumption: 314; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 744; fuel consumption: 220; max speed: 690; max distance: 3
Car:   fuel tank capacity: 665; fuel consumption: 203; max speed: 567; max distance: 3
Bus:   fuel tank capacity: 938; fuel consumption: 236; max passengers: 372; max distance: 3
Car:   fuel tank capacity: 912; fuel consumption: 286; max speed: 525; max distance: 3
Car:   fuel tank capacity: 861; fuel consumption: 235; max speed: 971; max distance: 3
Car:   fuel tank capacity: 415; fuel consumption: 128; max speed: 1; max distance: 3
Bus:   fuel tank capacity: 801; fuel consumption: 258; max passengers: 464; max distance: 3
Truck: fuel tank capacity: 225; fuel consumption: 68; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 912; fuel consumption: 290; max speed: 96; max distance: 3
Bus:   fuel tank capacity: 320; fuel consumption: 98; max passengers: 6; max distance: 3
Truck: fuel tank capacity: 981; fuel consumption: 285; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 791; fuel consumption: 202; max passengers: 995; max distance: 3
Bus:   fuel tank capacity: 641; fuel consumption: 188; max passengers: 809; max distance: 3
Bus:   fuel tank capacity: 361; fuel consumption: 105; max passengers: 401; max distance: 3
Bus:   fuel tank capacity: 321; fuel consumption: 102; max passengers: 500; max distance: 3
Truck: fuel tank capacity: 1000; fuel consumption: 317; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 743; fuel consumption: 207; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 818; fuel consumption: 223; max passengers: 460; max distance: 3
Car:   fuel tank capacity: 992; fuel consumption: 288; max speed: 821; max distance: 3
Truck: fuel tank capacity: 807; fuel consumption: 253; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 852; fuel consumption: 283; max passengers: 189; max distance: 3
Bus:   fuel tank capacity: 614; fuel consumption: 156; max passengers: 438; max distance: 3
Bus:   fuel tank capacity: 487; fuel consumption: 139; max passengers: 486; max distance: 3
Car:   fuel tank capacity: 412; fuel consumption: 122; max speed: 726; max distance: 3
Car:   fuel tank capacity: 118; fuel consumption: 34; max speed: 556; max distance: 3
Car:   fuel tank capacity: 854; fuel consumption: 258; max speed: 900; max distance: 3
Truck: fuel tank capacity: 766; fuel consumption: 193; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 745; fuel consumption: 224; max passengers: 626; max distance: 3
Car:   fuel tank capacity: 695; fuel consumption: 174; max speed: 420; max distance: 3
Car:   fuel tank capacity: 829; fuel consumption: 224; max speed: 759; max distance: 3
Truck: fuel tank capacity: 874; fuel consumption: 269; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 913; fuel consumption: 262; max passengers: 568; max distance: 3
Bus:   fuel tank capacity: 954; fuel consumption: 301; max passengers: 544; max distance: 3
Bus:   fuel tank capacity: 700; fuel consumption: 216; max passengers: 456; max distance: 3
Car:   fuel tank capacity: 689; fuel consumption: 187; max speed: 920; max distance: 3
Truck: fuel tank capacity: 908; fuel consumption: 289; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 656; fuel consumption: 205; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 803; fuel consumption: 256; max speed: 95; max distance: 3
Car:   fuel tank capacity: 329; fuel consumption: 90; max speed: 486; max distance: 3
Truck: fuel tank capacity: 557; fuel consumption: 141; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 420; fuel consumption: 113; max passengers: 463; max distance: 3
Truck: fuel tank capacity: 883; fuel consumption: 275; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 663; fuel consumption: 176; max passengers: 816; max distance: 3
Bus:   fuel tank capacity: 905; fuel consumption: 286; max passengers: 695; max distance: 3
Car:   fuel tank capacity: 738; fuel consumption: 195; max speed: 534; max distance: 3
Truck: fuel tank capacity: 385; fuel consumption: 118; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 834; fuel consumption: 263; max passengers: 903; max distance: 3
Bus:   fuel tank capacity: 835; fuel consumption: 270; max passengers: 328; max distance: 3
Truck: fuel tank capacity: 463; fuel consumption: 130; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 854; fuel consumption: 224; max speed: 109; max distance: 3
Bus:   fuel tank capacity: 544; fuel consumption: 158; max passengers: 877; max distance: 3
Car:   fuel tank capacity: 590; fuel consumption: 165; max speed: 647; max distance: 3
Car:   fuel tank capacity: 838; fuel consumption: 213; max speed: 435; max distance: 3
Truck: fuel tank capacity: 884; fuel consumption: 234; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 619; fuel consumption: 156; max speed: 928; max distance: 3
Bus:   fuel tank capacity: 660; fuel consumption: 213; max passengers: 784; max distance: 3
Car:   fuel tank capacity: 411; fuel consumption: 123; max speed: 327; max distance: 3
Car:   fuel tank capacity: 796; fuel consumption: 255; max speed: 920; max distance: 3
Car:   fuel tank capacity: 599; fuel consumption: 185; max speed: 929; max distance: 3
Truck: fuel tank capacity: 867; fuel consumption: 273; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 828; fuel consumption: 213; max passengers: 666; max distance: 3
Truck: fuel tank capacity: 332; fuel consumption: 92; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 869; fuel consumption: 232; max passengers: 875; max distance: 3
Car:   fuel tank capacity: 818; fuel consumption: 266; max speed: 225; max distance: 3
Truck: fuel tank capacity: 686; fuel consumption: 209; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 959; fuel consumption: 267; max passengers: 964; max distance: 3
Car:   fuel tank capacity: 431; fuel consumption: 115; max speed: 551; max distance: 3
Car:   fuel tank capacity: 904; fuel consumption: 253; max speed: 576; max distance: 3
Bus:   fuel tank capacity: 952; fuel consumption: 261; max passengers: 605; max distance: 3
Car:   fuel tank capacity: 512; fuel consumption: 132; max speed: 494; max distance: 3
Car:   fuel tank capacity: 852; fuel consumption: 266; max speed: 894; max distance: 3
Truck: fuel tank capacity: 768; fuel consumption: 197; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 487; fuel consumption: 126; max speed: 458; max distance: 3
Truck: fuel tank capacity: 775; fuel consumption: 195; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 792; fuel consumption: 249; max passengers: 627; max distance: 3
Bus:   fuel tank capacity: 818; fuel consumption: 208; max passengers: 720; max distance: 3
Bus:   fuel tank capacity: 944; fuel consumption: 244; max passengers: 392; max distance: 3
Truck: fuel tank capacity: 528; fuel consumption: 144; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 941; fuel consumption: 279; max passengers: 865; max distance: 3
Truck: fuel tank capacity: 996; fuel consumption: 303; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 164; fuel consumption: 45; max passengers: 962; max distance: 3
Bus:   fuel tank capacity: 601; fuel consumption: 157; max passengers: 411; max distance: 3
Car:   fuel tank capacity: 628; fuel consumption: 205; max speed: 530; max distance: 3
Truck: fuel tank capacity: 342; fuel consumption: 89; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 927; fuel consumption: 301; max speed: 353; max distance: 3
Truck: fuel tank capacity: 390; fuel consumption: 101; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 877; fuel consumption: 279; max speed: 886; max distance: 3
Bus:   fuel tank capacity: 274; fuel consumption: 85; max passengers: 761; max distance: 3
Car:   fuel tank capacity: 540; fuel consumption: 137; max speed: 847; max distance: 3
Bus:   fuel tank capacity: 919; fuel consumption: 255; max passengers: 38; max distance: 3
Car:   fuel tank capacity: 397; fuel consumption: 109; max speed: 866; max distance: 3
Car:   fuel tank capacity: 983; fuel consumption: 312; max speed: 827; max distance: 3
Bus:   fuel tank capacity: 518; fuel consumption: 164; max passengers: 464; max distance: 3
Bus:   fuel tank capacity: 188; fuel consumption: 62; max passengers: 33; max distance: 3
Car:   fuel tank capacity: 458; fuel consumption: 119; max speed: 290; max distance: 3
Bus:   fuel tank capacity: 947; fuel consumption: 289; max passengers: 99; max distance: 3
Truck: fuel tank capacity: 928; fuel consumption: 253; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 602; fuel consumption: 199; max passengers: 857; max distance: 3
Truck: fuel tank capacity: 798; fuel consumption: 212; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 250; fuel consumption: 65; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 419; fuel consumption: 135; max speed: 857; max distance: 3
Truck: fuel tank capacity: 694; fuel consumption: 228; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 852; fuel consumption: 258; max speed: 813; max distance: 3
Truck: fuel tank capacity: 279; fuel consumption: 86; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 1000; fuel consumption: 290; max speed: 976; max distance: 3
Bus:   fuel tank capacity: 842; fuel consumption: 213; max passengers: 316; max distance: 3
Bus:   fuel tank capacity: 819; fuel consumption: 254; max passengers: 901; max distance: 3
Car:   fuel tank capacity: 304; fuel consumption: 78; max speed: 514; max distance: 3
Truck: fuel tank capacity: 776; fuel consumption: 202; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 520; fuel consumption: 155; max speed: 864; max distance: 3
Car:   fuel tank capacity: 989; fuel consumption: 254; max speed: 314; max distance: 3
Car:   fuel tank capacity: 556; fuel consumption: 184; max speed: 165; max distance: 3
Truck: fuel tank capacity: 599; fuel consumption: 191; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 981; fuel consumption: 296; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 331; fuel consumption: 91; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 584; fuel consumption: 192; max passengers: 8; max distance: 3
Car:   fuel tank capacity: 926; fuel consumption: 247; max speed: 745; max distance: 3
Truck: fuel tank capacity: 991; fuel consumption: 326; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 769; fuel consumption: 209; max passengers: 750; max distance: 3
Car:   fuel tank capacity: 514; fuel consumption: 136; max speed: 82; max distance: 3
Car:   fuel tank capacity: 825; fuel consumption: 215; max speed: 980; max distance: 3
Truck: fuel tank capacity: 375; fuel consumption: 114; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 910; fuel consumption: 264; max speed: 671; max distance: 3
Car:   fuel tank capacity: 492; fuel consumption: 147; max speed: 499; max distance: 3
Car:   fuel tank capacity: 998; fuel consumption: 278; max speed: 129; max distance: 3
Truck: fuel tank capacity: 987; fuel consumption: 276; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 305; fuel consumption: 78; max speed: 754; max distance: 3
Bus:   fuel tank capacity: 598; fuel consumption: 182; max passengers: 558; max distance: 3
Truck: fuel tank capacity: 990; fuel consumption: 321; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 783; fuel consumption: 232; max speed: 146; max distance: 3
Car:   fuel tank capacity: 741; fuel consumption: 190; max speed: 801; max distance: 3
Car:   fuel tank capacity: 864; fuel consumption: 251; max speed: 43; max distance: 3
Car:   fuel tank capacity: 195; fuel consumption: 57; max speed: 8; max distance: 3
Truck: fuel tank capacity: 273; fuel consumption: 86; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 944; fuel consumption: 282; max speed: 524; max distance: 3
Car:   fuel tank capacity: 828; fuel consumption: 220; max speed: 474; max distance: 3
Bus:   fuel tank capacity: 378; fuel consumption: 124; max passengers: 455; max distance: 3
Car:   fuel tank capacity: 284; fuel consumption: 77; max speed: 339; max distance: 3
Bus:   fuel tank capacity: 306; fuel consumption: 101; max passengers: 920; max distance: 3
Truck: fuel tank capacity: 950; fuel consumption: 279; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 906; fuel consumption: 244; max speed: 586; max distance: 3
Bus:   fuel tank capacity: 556; fuel consumption: 165; max passengers: 96; max distance: 3
Car:   fuel tank capacity: 916; fuel consumption: 253; max speed: 224; max distance: 3
